gene,cluster,avg_logFC,pct.1,pct.2,p_val,p_val_adj
Zfand1,Astrocytes,1.026112145,0.234,0.638,1.15E-211,5.2635E-207
Ptpre,Astrocytes,-5.191897698,0.022,0.453,1.3427E-211,6.1452E-207
Rprm,Astrocytes,-5.103555512,0.026,0.478,1.523E-211,6.9706E-207
Gm8717,Astrocytes,-1.160486344,0.135,0.622,2.2604E-211,1.0345E-206
St6galnac3,Astrocytes,-2.823270944,0.153,0.599,1.0018E-210,4.5852E-206
Zfp711,Astrocytes,-3.696021274,0.02,0.461,2.495E-210,1.1419E-205
Heca,Astrocytes,-1.017492562,0.087,0.593,1.138E-209,5.2083E-205
Trpm4,Astrocytes,-1.330842704,0.309,0.803,3.3018E-209,1.5111E-204
Gm6395,Astrocytes,-1.15574559,0.241,0.721,9.6921E-209,4.4359E-204
Camk1g,Astrocytes,-2.805999555,0.02,0.45,1.0692E-208,4.8936E-204
Nudc-ps1,Astrocytes,-1.230171246,0.178,0.692,1.434E-208,6.563E-204
Tm6sf1,Astrocytes,-1.516953033,0.039,0.512,2.4897E-208,1.1395E-203
Lgi2,Astrocytes,-4.57813269,0.016,0.445,6.3922E-208,2.9256E-203
Nanos1,Astrocytes,-4.208317722,0.012,0.444,1.7015E-207,7.7872E-203
Gm26974,Astrocytes,-3.925151561,0.001,0.425,1.7259E-207,7.8991E-203
Neurl1b,Astrocytes,-2.707747685,0.02,0.47,2.4191E-207,1.1072E-202
Pcgf2,Astrocytes,-2.180614421,0.033,0.496,2.8879E-207,1.3218E-202
Tgfb1i1,Astrocytes,-4.568322439,0.013,0.445,5.8923E-207,2.6968E-202
Tmem91,Astrocytes,-3.11045336,0.141,0.563,6.9334E-207,3.1733E-202
Ptpn13,Astrocytes,3.301396206,0.575,0.147,1.5563E-206,7.1227E-202
Lonrf1,Astrocytes,-1.201583526,0.012,0.458,1.9826E-206,9.0742E-202
Ccne1,Astrocytes,-1.76407599,0.043,0.505,6.0827E-206,2.7839E-201
Adcy8,Astrocytes,-1.236092962,0.103,0.593,7.7761E-206,3.5589E-201
Napepld,Astrocytes,-1.639759421,0.096,0.582,8.2773E-206,3.7884E-201
Nav1,Astrocytes,-2.10479308,0.249,0.662,2.1537E-205,9.8571E-201
Tmem151b,Astrocytes,-2.309217766,0.026,0.486,4.5773E-205,2.095E-200
Asic1,Astrocytes,-1.690582931,0.05,0.52,1.9979E-204,9.1441E-200
Trpv2,Astrocytes,-4.861374234,0.043,0.447,2.205E-204,1.0092E-199
Gm2163,Astrocytes,-1.501657147,0.27,0.705,4.2885E-204,1.9628E-199
Trp53i11,Astrocytes,-5.932212208,0.011,0.429,9.5713E-204,4.3806E-199
6330403A02Rik,Astrocytes,-4.363367013,0.015,0.437,2.1963E-203,1.0052E-198
Vstm2b,Astrocytes,-4.030815376,0.02,0.437,4.849E-203,2.2193E-198
4933412E12Rik,Astrocytes,-2.616765342,0.011,0.446,5.954E-203,2.725E-198
Gm8203,Astrocytes,-1.537914986,0.22,0.7,4.3532E-202,1.9924E-197
Gm10480,Astrocytes,-1.053287044,0.321,0.802,5.4416E-202,2.4905E-197
Rilpl1,Astrocytes,-1.118220076,0.198,0.685,1.7122E-201,7.8363E-197
Kcnk9,Astrocytes,-4.193864453,0.005,0.422,5.4761E-201,2.5063E-196
Tmsb15l,Astrocytes,-2.061048904,0.015,0.446,1.5966E-199,7.3073E-195
Sh2d7,Astrocytes,-1.276550932,0.039,0.503,2.5148E-199,1.151E-194
2900026A02Rik,Astrocytes,-1.137428566,0.069,0.552,4.3978E-199,2.0128E-194
Jph1,Astrocytes,-2.321561362,0.137,0.561,1.0417E-198,4.7677E-194
Gm1043,Astrocytes,-1.935054481,0.032,0.479,1.1948E-198,5.4685E-194
Epb4.1l4b,Astrocytes,-1.4043102,0.064,0.533,1.3234E-198,6.0569E-194
Emx1,Astrocytes,-1.674626725,0.012,0.444,1.7286E-198,7.9112E-194
1700003E16Rik,Astrocytes,-1.456321106,0.019,0.456,4.5419E-198,2.0788E-193
Tmbim1,Astrocytes,1.465253058,0.551,0.126,1.2321E-197,5.6389E-193
Dpp4,Astrocytes,-5.360846212,0.025,0.429,2.1846E-197,9.9983E-193
Gm7172,Astrocytes,-1.126183303,0.158,0.612,5.4229E-197,2.482E-192
Gm34110,Astrocytes,-3.853731941,0.004,0.415,6.701E-197,3.0669E-192
Kcnj4,Astrocytes,-2.899037807,0.06,0.478,7.0905E-197,3.2452E-192
LOC105242578,Astrocytes,-3.773513942,0.008,0.424,1.0846E-196,4.9641E-192
Chac1,Astrocytes,-2.26210159,0.012,0.43,1.1256E-196,5.1518E-192
Llph-ps2,Astrocytes,-1.017667244,0.165,0.665,2.6538E-196,1.2146E-191
Gm9824,Astrocytes,-1.257969135,0.25,0.701,4.9649E-196,2.2723E-191
Spns2,Astrocytes,-3.917253862,0.028,0.451,7.4329E-196,3.4019E-191
Exph5,Astrocytes,-4.861235567,0.022,0.428,1.4728E-195,6.7406E-191
Cyp2j6,Astrocytes,2.378179307,0.699,0.273,1.5999E-195,7.3224E-191
Nyap1,Astrocytes,-2.178886154,0.015,0.448,2.7185E-195,1.2442E-190
Atpaf1,Astrocytes,1.312402885,0.285,0.745,2.3239E-194,1.0636E-189
Pla2g16,Astrocytes,1.188721872,0.474,0.069,5.5806E-194,2.5541E-189
Mtcp1,Astrocytes,1.006597751,0.317,0.747,6.5354E-194,2.9911E-189
Hadh,Astrocytes,2.246065144,0.652,0.223,3.436E-193,1.5726E-188
Gm8099,Astrocytes,-1.50536789,0.036,0.48,4.217E-193,1.9301E-188
Ccdc65,Astrocytes,-1.937532886,0.06,0.469,9.8199E-193,4.4944E-188
Atp6ap1l,Astrocytes,-3.138805818,0.022,0.447,1.2621E-192,5.7766E-188
Gpr26,Astrocytes,-4.203712563,0.002,0.404,2.4301E-192,1.1122E-187
Nab2,Astrocytes,-1.122879813,0.031,0.468,3.7806E-192,1.7303E-187
Sema4f,Astrocytes,-4.28058105,0.012,0.418,8.8162E-192,4.035E-187
Ddx18,Astrocytes,1.035486117,0.379,0.785,1.4099E-190,6.453E-186
Foxo1,Astrocytes,2.250715486,0.625,0.193,1.9095E-190,8.7393E-186
Pcsk5,Astrocytes,-1.893811995,0.083,0.492,3.7101E-189,1.698E-184
4930547E14Rik,Astrocytes,-4.339247427,0.039,0.465,2.6949E-188,1.2334E-183
Mgat5b,Astrocytes,-3.857565809,0.026,0.43,4.5351E-187,2.0756E-182
Rnf39,Astrocytes,-3.262222992,0.007,0.413,7.3342E-187,3.3567E-182
Atoh7,Astrocytes,-2.895816742,0.008,0.414,2.0915E-186,9.5723E-182
Lrrc55,Astrocytes,-2.247070884,0.009,0.416,8.4927E-186,3.8869E-181
Cntn2,Astrocytes,-2.388147805,0.024,0.446,1.6184E-185,7.4071E-181
CK137956,Astrocytes,-2.352976597,0.041,0.478,4.8289E-185,2.2101E-180
Gadd45b,Astrocytes,-1.468026633,0.035,0.473,8.3248E-185,3.8101E-180
Tpm3-rs7,Astrocytes,-2.084935345,0.132,0.602,1.6234E-184,7.4299E-180
Prr36,Astrocytes,-1.456009827,0.033,0.469,7.6148E-184,3.4852E-179
Nde1,Astrocytes,1.96214693,0.501,0.094,1.4579E-183,6.6723E-179
Gm5564,Astrocytes,-1.015345797,0.258,0.714,3.6545E-183,1.6726E-178
Shank3,Astrocytes,-1.530353342,0.082,0.547,1.2193E-182,5.5804E-178
Fkbp1a-ps1,Astrocytes,-1.305570832,0.159,0.605,3.1436E-182,1.4388E-177
Rai14,Astrocytes,-2.23566262,0.042,0.47,2.2668E-181,1.0375E-176
Nacad,Astrocytes,-1.67242417,0.013,0.42,2.3403E-181,1.0711E-176
Lrfn1,Astrocytes,-1.158950828,0.104,0.536,2.3539E-181,1.0773E-176
Tspyl3,Astrocytes,-1.526620569,0.023,0.443,2.4023E-181,1.0995E-176
Dclk3,Astrocytes,-2.313607051,0.027,0.444,3.746E-181,1.7145E-176
Slc7a3,Astrocytes,-2.331988758,0.037,0.465,7.8747E-181,3.6041E-176
Plcxd2,Astrocytes,-2.281839845,0.043,0.463,3.5666E-180,1.6324E-175
Hap1,Astrocytes,-2.301895815,0.018,0.425,4.6317E-180,2.1198E-175
Pigz,Astrocytes,-1.016199954,0.097,0.558,1.6155E-179,7.3938E-175
Gm31305,Astrocytes,-1.561953932,0.023,0.438,3.6676E-179,1.6786E-174
Tnfaip8l1,Astrocytes,-2.478179059,0.02,0.421,6.8791E-179,3.1484E-174
Fxyd2,Astrocytes,-1.711315706,0.015,0.417,3.9448E-178,1.8055E-173
Grin2d,Astrocytes,-1.372950889,0.053,0.486,1.9853E-175,9.0862E-171
Gm3724,Astrocytes,-1.052301787,0.332,0.749,5.4934E-174,2.5142E-169
Tmem150c,Astrocytes,-1.065696876,0.072,0.508,6.8494E-174,3.1348E-169
Armcx4,Astrocytes,-1.341575391,0.035,0.451,3.5536E-171,1.6264E-166
Gm5521,Astrocytes,-1.65260165,0.091,0.521,2.871E-169,1.314E-164
AK157302,Astrocytes,-1.154941501,0.175,0.633,3.5859E-169,1.6412E-164
Mbp,Astrocytes,-3.392741266,0.173,0.622,1.0259E-167,4.6952E-163
Cxx1a,Astrocytes,-1.527973491,0.368,0.776,1.1995E-167,5.4898E-163
Cnbd2,Astrocytes,1.021607147,0.41,0.831,7.9997E-167,3.6613E-162
2900008C10Rik,Astrocytes,-1.304111459,0.04,0.453,4.1339E-166,1.892E-161
Gm11836,Astrocytes,-1.079357489,0.196,0.608,5.8102E-166,2.6592E-161
Mapk3,Astrocytes,-1.10464689,0.193,0.658,2.5159E-165,1.1515E-160
Rras2,Astrocytes,-1.756490228,0.07,0.471,6.0993E-164,2.7915E-159
H2-Q1,Astrocytes,-1.007774535,0.141,0.542,8.1885E-164,3.7477E-159
Myl12a,Astrocytes,-1.771868718,0.326,0.741,6.8007E-159,3.1126E-154
Ccdc142,Astrocytes,1.57884064,0.315,0.735,9.892E-157,4.5274E-152
S100a10,Astrocytes,-1.612101646,0.228,0.677,1.2892E-156,5.9004E-152
Dse,Astrocytes,-2.343420957,0.088,0.507,8.5314E-155,3.9047E-150
LOC105247139,Astrocytes,1.343502161,0.374,0.807,1.4463E-154,6.6193E-150
Plcxd1,Astrocytes,-1.935820948,0.118,0.553,5.0286E-154,2.3015E-149
Gm6472,Astrocytes,-1.043214012,0.273,0.703,8.548E-154,3.9122E-149
Gm5814,Astrocytes,-1.194915492,0.206,0.621,3.004E-152,1.3748E-147
Adam11,Astrocytes,1.026942692,0.182,0.621,3.072E-151,1.406E-146
Cgref1,Astrocytes,-1.070613054,0.15,0.563,5.228E-144,2.3928E-139
Akap2,Astrocytes,-1.637383589,0.103,0.518,8.0245E-144,3.6726E-139
Lgi3,Astrocytes,-1.11939125,0.172,0.601,2.9747E-141,1.3614E-136
Ap5b1,Astrocytes,1.098640904,0.742,0.326,2.7183E-133,1.2441E-128
Slco1a4,Endothelial Cells,11.83285611,0.493,0.009,0,0
Ly6c1,Endothelial Cells,11.72441755,0.493,0.006,0,0
Eltd1,Endothelial Cells,10.50953135,0.473,0.021,0,0
Flt1,Endothelial Cells,9.806246091,0.561,0.083,0,0
Tm4sf1,Endothelial Cells,9.314287927,0.527,0.017,0,0
Gpr116,Endothelial Cells,9.212555027,0.484,0.009,0,0
Emcn,Endothelial Cells,9.206532101,0.493,0.02,0,0
Hspb1,Endothelial Cells,9.07562114,0.587,0.008,0,0
Pltp,Endothelial Cells,8.956660021,0.726,0.061,0,0
Anxa3,Endothelial Cells,7.510092314,0.479,0.013,0,0
Ebf1,Endothelial Cells,7.13534274,0.57,0.03,0,0
Esam,Endothelial Cells,7.115609414,0.624,0.124,0,0
Igfbp7,Endothelial Cells,7.044982921,0.644,0.206,0,0
Eng,Endothelial Cells,6.972116235,0.629,0.067,0,0
Ifitm3,Endothelial Cells,6.684342198,0.59,0.023,0,0
Cgnl1,Endothelial Cells,6.543514685,0.592,0.049,0,0
Hsp25-ps1,Endothelial Cells,3.844441454,0.585,0.005,0,0
Gria2,Endothelial Cells,-1.187683025,0.57,0.984,0,0
Gm12892,Endothelial Cells,-1.912248341,0.553,0.995,0,0
Ncam1,Endothelial Cells,-2.181803101,0.51,0.998,0,0
Mt3,Endothelial Cells,-2.275051965,0.514,0.981,0,0
Fut9,Endothelial Cells,-3.282444909,0.499,0.935,0,0
Ncam2,Endothelial Cells,-3.333329997,0.354,0.887,0,0
Scg3,Endothelial Cells,-3.447378846,0.453,0.959,0,0
Pcdh10,Endothelial Cells,-3.867809947,0.142,0.913,0,0
Dkk3,Endothelial Cells,-4.526473064,0.074,0.793,0,0
Zfpm2,Endothelial Cells,-5.858013196,0.255,0.815,0,0
Ly6a,Endothelial Cells,11.75400595,0.492,0.007,0,0
Ifitm2,Endothelial Cells,4.873034674,0.579,0.131,0,0
Slc22a8,Endothelial Cells,8.988213201,0.464,0.007,0,0
Klf2,Endothelial Cells,8.209292962,0.626,0.054,0,0
Cldn5,Endothelial Cells,11.16655386,0.48,0.004,0,0
Pglyrp1,Endothelial Cells,9.430280733,0.462,0.018,0,0
Gpm6b,Endothelial Cells,-1.692404771,0.546,0.99,0,0
Pcp4l1,Endothelial Cells,2.725651274,0.922,0.204,0,0
Tagln2,Endothelial Cells,5.623384704,0.547,0.094,0,0
Cdh11,Endothelial Cells,-1.684863218,0.359,0.904,0,0
Gm31322,Endothelial Cells,-2.161514955,0.358,0.946,0,5.026E-307
Abcb1a,Endothelial Cells,8.561800354,0.482,0.04,0,1.0894E-306
Chchd10,Endothelial Cells,-1.296240169,0.546,0.962,6.0279E-300,2.7588E-295
Nostrin,Endothelial Cells,7.91906869,0.521,0.032,1.3486E-298,6.1722E-294
S100a11,Endothelial Cells,5.8058523,0.534,0.027,3.0814E-295,1.4103E-290
Sparc,Endothelial Cells,5.784776847,0.613,0.091,1.9528E-294,8.9376E-290
Ctsh,Endothelial Cells,8.611821916,0.426,0.019,4.6715E-294,2.1381E-289
Ly6c2,Endothelial Cells,4.816593031,0.458,0.001,5.7075E-294,2.6122E-289
Thrb,Endothelial Cells,-2.174340403,0.311,0.906,1.1895E-292,5.4443E-288
Gabbr1,Endothelial Cells,-1.590974676,0.534,0.962,1.3496E-287,6.1768E-283
Tmem204,Endothelial Cells,6.73082363,0.512,0.023,2.3735E-283,1.0863E-278
Nova1,Endothelial Cells,-3.147011496,0.358,0.95,1.0048E-282,4.5986E-278
Gnao1,Endothelial Cells,-1.234411589,0.549,0.99,4.498E-279,2.0586E-274
Ano3,Endothelial Cells,-4.480252055,0.138,0.756,3.2901E-276,1.5058E-271
Ptprb,Endothelial Cells,7.553135299,0.512,0.089,2.0504E-274,9.3841E-270
Dclk1,Endothelial Cells,-1.415408436,0.564,0.981,4.0783E-274,1.8666E-269
Itm2a,Endothelial Cells,7.907507369,0.7,0.244,9.828E-273,4.4981E-268
Icam2,Endothelial Cells,8.405842009,0.415,0.003,1.2317E-272,5.6374E-268
Tek,Endothelial Cells,6.23288541,0.706,0.272,6.8858E-271,3.1515E-266
Fn1,Endothelial Cells,8.351344069,0.447,0.015,1.2496E-270,5.7191E-266
Fez1,Endothelial Cells,-1.156143742,0.533,0.972,2.4137E-269,1.1047E-264
Fabp5,Endothelial Cells,-1.533514843,0.464,0.975,2.5818E-267,1.1817E-262
Foxc1,Endothelial Cells,6.606635901,0.454,0.009,2.3571E-261,1.0788E-256
3110035E14Rik,Endothelial Cells,-5.772627124,0.132,0.742,6.6939E-261,3.0637E-256
Arhgap29,Endothelial Cells,5.357605307,0.691,0.144,8.427E-261,3.8569E-256
BC028528,Endothelial Cells,5.831426128,0.512,0.066,3.406E-260,1.5589E-255
Omg,Endothelial Cells,-1.08473752,0.466,0.975,4.2617E-260,1.9505E-255
Ets1,Endothelial Cells,6.057834063,0.523,0.044,2.1869E-259,1.0009E-254
Wfdc1,Endothelial Cells,6.319177827,0.464,0.016,1.2503E-258,5.7223E-254
Phyhipl,Endothelial Cells,-1.024069939,0.499,0.976,1.9169E-258,8.7732E-254
Ldb2,Endothelial Cells,-2.13311244,0.121,0.756,3.0041E-257,1.3749E-252
Grm3,Endothelial Cells,-1.127400665,0.257,0.902,5.0637E-257,2.3176E-252
Tox,Endothelial Cells,-3.920074648,0.117,0.784,2.1372E-253,9.7817E-249
Ppfibp1,Endothelial Cells,3.110654811,0.797,0.285,8.3212E-253,3.8085E-248
Paqr5,Endothelial Cells,7.118460869,0.449,0.036,2.5219E-252,1.1542E-247
Foxf2,Endothelial Cells,7.334506825,0.404,0.002,4.3617E-252,1.9963E-247
Cyyr1,Endothelial Cells,7.799686307,0.438,0.017,1.0501E-250,4.806E-246
Sox18,Endothelial Cells,7.675683864,0.456,0.033,1.4127E-249,6.4658E-245
Pantr1,Endothelial Cells,-4.412972353,0.149,0.771,1.683E-249,7.7029E-245
Fli1,Endothelial Cells,7.757714381,0.439,0.014,1.0668E-247,4.8827E-243
Zfp827,Endothelial Cells,-2.130091597,0.268,0.886,3.3975E-245,1.555E-240
Ptrf,Endothelial Cells,5.703772199,0.49,0.018,9.7052E-245,4.4419E-240
Gabrg3,Endothelial Cells,-4.509577263,0.216,0.785,1.2216E-244,5.5909E-240
Anxa2,Endothelial Cells,5.064016732,0.488,0.031,1.4785E-243,6.7667E-239
Rasgrp2,Endothelial Cells,3.365406807,0.765,0.124,1.766E-243,8.0824E-239
Pcdh7,Endothelial Cells,-2.230209217,0.551,0.962,3.1298E-243,1.4324E-238
Kcnk1,Endothelial Cells,-2.700022164,0.413,0.929,1.3524E-242,6.1897E-238
Crip1,Endothelial Cells,6.322834051,0.499,0.036,7.5258E-240,3.4444E-235
Mir99ahg,Endothelial Cells,-2.533929954,0.268,0.879,2.2861E-237,1.0463E-232
Pmm1,Endothelial Cells,-1.033723887,0.521,0.974,2.1317E-236,9.7564E-232
Clu,Endothelial Cells,-2.544644243,0.562,0.978,9.6815E-236,4.431E-231
Lgals9,Endothelial Cells,6.236419133,0.51,0.108,1.2047E-234,5.5135E-230
Gng11,Endothelial Cells,3.37862254,0.57,0.058,3.8594E-232,1.7664E-227
Mapk10,Endothelial Cells,-1.212326986,0.546,0.955,3.2492E-231,1.4871E-226
Gjc1,Endothelial Cells,6.706686851,0.503,0.044,8.8542E-228,4.0524E-223
Ntrk2,Endothelial Cells,-1.99478517,0.523,0.973,5.2829E-226,2.4179E-221
Nrcam,Endothelial Cells,-1.090893189,0.544,0.968,5.1894E-225,2.3751E-220
Grrp1,Endothelial Cells,5.873051262,0.505,0.048,1.6183E-223,7.4065E-219
2610203C22Rik,Endothelial Cells,-3.713675489,0.069,0.722,8.6454E-223,3.9568E-218
Hmgn3,Endothelial Cells,-1.307513904,0.557,0.985,2.3509E-221,1.0759E-216
Col4a1,Endothelial Cells,3.91148619,0.756,0.281,5.3929E-221,2.4682E-216
Lmo2,Endothelial Cells,4.624847117,0.624,0.089,2.1251E-217,9.7259E-213
Id2,Endothelial Cells,-2.04195326,0.471,0.925,3.4135E-217,1.5623E-212
Id1,Endothelial Cells,5.245890409,0.473,0.062,4.4226E-217,2.0241E-212
Spock1,Endothelial Cells,-2.21171147,0.356,0.814,8.6188E-216,3.9447E-211
Cspg5,Endothelial Cells,-1.222428416,0.454,0.965,5.1976E-214,2.3789E-209
Cobll1,Endothelial Cells,4.037407438,0.546,0.137,2.1644E-213,9.9059E-209
Nr2f2,Endothelial Cells,2.866743539,0.613,0.059,3.1366E-212,1.4356E-207
Neurod6,Endothelial Cells,-4.023849911,0.302,0.719,2.3417E-211,1.0718E-206
Msn,Endothelial Cells,4.588321869,0.488,0.03,2.0956E-210,9.5912E-206
Bst2,Endothelial Cells,5.631488195,0.484,0.046,5.1637E-210,2.3633E-205
Necab1,Endothelial Cells,-4.741889568,0.132,0.669,1.5727E-209,7.1982E-205
Zfp36,Endothelial Cells,5.390221244,0.46,0.036,4.4298E-208,2.0274E-203
Lnx2,Endothelial Cells,4.019956809,0.693,0.28,6.212E-207,2.8431E-202
9330159F19Rik,Endothelial Cells,-1.980382157,0.432,0.951,6.807E-205,3.1154E-200
9330182L06Rik,Endothelial Cells,-1.578852007,0.341,0.856,2.0041E-203,9.1726E-199
Gpr4,Endothelial Cells,5.257693813,0.529,0.069,2.7146E-203,1.2424E-198
Epas1,Endothelial Cells,3.808031838,0.598,0.17,1.2584E-202,5.7595E-198
Rasgrp3,Endothelial Cells,4.798141708,0.479,0.063,3.3963E-201,1.5544E-196
Nol4,Endothelial Cells,-2.401956193,0.4,0.878,1.7729E-200,8.1143E-196
Tnik,Endothelial Cells,-1.68287913,0.538,0.968,1.1935E-199,5.4625E-195
Sulf2,Endothelial Cells,-2.226209623,0.071,0.677,2.8211E-198,1.2911E-193
Rhoc,Endothelial Cells,3.413782628,0.695,0.135,1.7514E-197,8.0156E-193
Plat,Endothelial Cells,3.990753295,0.773,0.371,8.9177E-195,4.0814E-190
Rph3a,Endothelial Cells,-2.914688334,0.307,0.778,7.9929E-192,3.6582E-187
A330076H08Rik,Endothelial Cells,-3.461662551,0.236,0.745,1.9971E-190,9.1403E-186
Lef1,Endothelial Cells,4.010064909,0.574,0.117,5.7231E-188,2.6193E-183
Epdr1,Endothelial Cells,-1.455264835,0.493,0.941,1.7563E-187,8.0384E-183
Tspo,Endothelial Cells,4.615243719,0.445,0.042,2.0058E-185,9.1804E-181
Ndrg1,Endothelial Cells,2.273059241,0.682,0.127,1.7803E-184,8.148E-180
4930447C04Rik,Endothelial Cells,-3.311770825,0.101,0.662,3.4007E-184,1.5565E-179
Arhgap6,Endothelial Cells,4.570555756,0.533,0.122,3.8217E-182,1.7491E-177
Fezf2,Endothelial Cells,-6.402244426,0.007,0.569,6.6712E-182,3.0533E-177
Hlf,Endothelial Cells,-2.780028361,0.268,0.776,7.5542E-182,3.4574E-177
Gm11549,Endothelial Cells,-3.589026674,0.071,0.613,1.9994E-180,9.1509E-176
Fcgrt,Endothelial Cells,4.191359379,0.499,0.074,4.2503E-180,1.9453E-175
Rgs12,Endothelial Cells,2.893529069,0.687,0.157,1.8588E-179,8.5072E-175
Slc35f1,Endothelial Cells,-2.519210845,0.333,0.805,1.3647E-178,6.2457E-174
Tanc1,Endothelial Cells,2.574968272,0.739,0.263,1.3734E-178,6.2856E-174
Neto1,Endothelial Cells,-3.148068008,0.205,0.744,1.5395E-177,7.0459E-173
Ck-ps3,Endothelial Cells,-1.199660412,0.298,0.853,1.6965E-177,7.7645E-173
Cald1,Endothelial Cells,5.648200373,0.549,0.097,7.0563E-177,3.2295E-172
Ttyh1,Endothelial Cells,-1.547170027,0.456,0.945,2.5151E-176,1.1511E-171
Ptpn14,Endothelial Cells,3.952274028,0.436,0.031,5.6881E-175,2.6033E-170
Phactr2,Endothelial Cells,1.86682365,0.799,0.315,3.2849E-174,1.5034E-169
Dtna,Endothelial Cells,-2.366117611,0.508,0.943,6.8237E-173,3.1231E-168
Ephb6,Endothelial Cells,-4.058532186,0.097,0.662,1.4917E-166,6.8273E-162
Tmem14a,Endothelial Cells,-1.780218264,0.471,0.874,6.6694E-162,3.0524E-157
Chst1,Endothelial Cells,-2.048942137,0.352,0.855,3.4937E-161,1.599E-156
Pcdh17,Endothelial Cells,-1.729083048,0.434,0.9,1.2245E-160,5.6041E-156
Fhl2,Endothelial Cells,-1.621767203,0.259,0.727,6.7527E-160,3.0906E-155
Satb2,Endothelial Cells,-2.833959758,0.285,0.688,1.8619E-158,8.5216E-154
Tcrb,Endothelial Cells,-4.853221921,0.158,0.629,1.3618E-157,6.2327E-153
Ncan,Endothelial Cells,-1.278593545,0.423,0.915,1.387E-155,6.348E-151
1700019D03Rik,Endothelial Cells,-3.297239428,0.088,0.614,2.8175E-153,1.2895E-148
Olfm3,Endothelial Cells,-4.342141869,0.201,0.657,3.7569E-150,1.7195E-145
LOC102633357,Endothelial Cells,-3.612984514,0.101,0.626,2.9162E-149,1.3347E-144
Gm5514,Endothelial Cells,-1.191811815,0.449,0.912,4.8243E-149,2.208E-144
Ovol2,Endothelial Cells,-3.682798614,0.088,0.581,4.5753E-144,2.094E-139
Adcy2,Endothelial Cells,-1.363565745,0.467,0.897,9.1724E-144,4.198E-139
9130024F11Rik,Endothelial Cells,-3.504858663,0.061,0.562,3.4103E-143,1.5608E-138
Ppp1r9a,Endothelial Cells,-1.279718566,0.499,0.914,4.773E-143,2.1845E-138
Arxes2,Endothelial Cells,-1.084063274,0.445,0.91,7.8663E-142,3.6003E-137
Spock3,Endothelial Cells,-3.860850807,0.177,0.593,4.9063E-140,2.2455E-135
Sdk2,Endothelial Cells,-1.801364633,0.158,0.626,5.2814E-137,2.4172E-132
Kcnn2,Endothelial Cells,-3.725579212,0.346,0.804,1.5212E-136,6.9621E-132
Alcam,Endothelial Cells,-1.491004271,0.406,0.814,4.5902E-136,2.1008E-131
Kcna6,Endothelial Cells,-1.889360852,0.313,0.76,7.0121E-135,3.2093E-130
H2-K1,Endothelial Cells,4.090916041,0.551,0.13,6.8421E-134,3.1315E-129
Arnt2,Endothelial Cells,-2.096399033,0.354,0.818,1.5216E-133,6.964E-129
Filip1,Endothelial Cells,3.656465114,0.529,0.114,4.1831E-133,1.9145E-128
Mir344g,Endothelial Cells,-2.004559597,0.052,0.556,1.7842E-132,8.1661E-128
2610316D01Rik,Endothelial Cells,-3.390815117,0.134,0.631,8.3005E-132,3.799E-127
Xkr6,Endothelial Cells,-1.963371096,0.056,0.554,2.2398E-131,1.0251E-126
Enho,Endothelial Cells,-2.250906857,0.408,0.858,2.4155E-131,1.1055E-126
Gm867,Endothelial Cells,1.187802248,0.315,0.824,2.8978E-131,1.3263E-126
Neto2,Endothelial Cells,-3.430657578,0.108,0.574,1.7318E-130,7.9262E-126
March1,Endothelial Cells,-1.611545765,0.417,0.831,1.0395E-129,4.7576E-125
Bicd1,Endothelial Cells,-1.01864491,0.507,0.908,1.8903E-129,8.6514E-125
Gpd1,Endothelial Cells,-4.030165389,0.097,0.589,2.3747E-129,1.0869E-124
Cdh10,Endothelial Cells,-1.093911103,0.441,0.896,8.4511E-129,3.8679E-124
Hivep3,Endothelial Cells,-1.182878394,0.503,0.918,6.1226E-127,2.8022E-122
Sema6a,Endothelial Cells,1.942951228,0.773,0.359,3.8147E-125,1.7459E-120
Hapln4,Endothelial Cells,-3.874894521,0.05,0.524,6.1708E-125,2.8242E-120
Mical2,Endothelial Cells,-1.539744264,0.484,0.886,7.7683E-124,3.5554E-119
Nkd1,Endothelial Cells,3.444988228,0.479,0.078,3.1148E-123,1.4256E-118
Sytl2,Endothelial Cells,-1.92923283,0.266,0.719,4.0374E-123,1.8478E-118
Foxg1,Endothelial Cells,-1.794638114,0.395,0.856,1.5164E-122,6.9402E-118
Meis2,Endothelial Cells,-3.32926361,0.101,0.554,1.761E-122,8.0596E-118
Phlda3,Endothelial Cells,-1.930525369,0.162,0.644,1.1537E-121,5.2801E-117
Astn1,Endothelial Cells,-1.313710744,0.469,0.896,1.3423E-120,6.1433E-116
Lgi1,Endothelial Cells,-1.426682224,0.432,0.861,1.5952E-120,7.301E-116
Lix1,Endothelial Cells,-3.029635517,0.279,0.74,5.341E-120,2.4445E-115
Aldoc,Endothelial Cells,-5.626859329,0.119,0.557,8.0747E-120,3.6956E-115
Rims3,Endothelial Cells,-4.177326044,0.084,0.518,1.3586E-119,6.2178E-115
Fmn2,Endothelial Cells,-1.845752949,0.436,0.873,3.6602E-119,1.6752E-114
Foxo1,Endothelial Cells,1.61377003,0.663,0.222,8.0239E-117,3.6724E-112
Cnr1,Endothelial Cells,-3.877301524,0.164,0.584,1.5458E-116,7.0748E-112
Gm3764,Endothelial Cells,-4.612860017,0.337,0.781,6.2187E-115,2.8462E-110
